Amount,MTTR,M_r,M_rf,PE,EPS,ROE,IPS,yyyymm,Beta,M_ExRet,M_vol,M_liq,M_high,M_skew,PEL1,EPSL1,ROEL1,IPSL1,MTTRL1,BetaL1,M_volL1,M_liqL1,M_highL1,M_skewL1
154895727.81,14.1404,0.0085,0.00209,55.48,0.34,23.7447,2.47,200410,0.9088,0.006410000000000001,0.014379389999999999,0.0004507308082450436,1.0235655737704918,-0.935791333455426,27.61,0.2,15.6471,1.66,21.1131,0.963,0.00943545,0.0051469135021053524,0.9711442786069651,1.4837589110047864
191166116.83,16.7722,0.0168,0.002086,56.41,0.34,23.7447,2.47,200411,0.795,0.014713999999999998,0.008388920000000001,0.000881027081963976,1.03003003003003,0.7803015631884784,55.48,0.34,23.7447,2.47,14.1404,0.9088,0.014379389999999999,0.0004507308082450436,1.0235655737704918,-0.935791333455426
116231020.79,10.5049,-0.0238,0.002035,55.07,0.34,23.7447,2.47,200412,0.8443,-0.025835,0.00602439,-0.0012815618028249713,0.966958211856171,-0.1647153526958987,56.41,0.34,23.7447,2.47,16.7722,0.795,0.008388920000000001,0.000881027081963976,1.03003003003003,0.7803015631884784
21446614.53,2.1314,-0.1058,0.002085,20.8,0.34,23.7447,2.47,200501,0.8666,-0.10788500000000001,0.00578312,-0.00626737249898457,0.9067055393586007,-1.0488159469132392,55.07,0.34,23.7447,2.47,10.5049,0.8443,0.00602439,-0.0012815618028249713,0.966958211856171,-0.1647153526958987
84982962.78,8.235,0.0876,0.00196,22.62,0.34,23.7447,2.47,200502,0.8521,0.08564,0.00473641,0.004797906967247498,0.8979591836734695,1.2680195369578473,20.8,0.34,23.7447,2.47,2.1314,0.8666,0.00578312,-0.00626737249898457,0.9067055393586007,-1.0488159469132392
134557080.04,12.6961,-0.0381,0.001454,21.76,0.41,26.6705,3.19,200503,0.8215,-0.039554,0.00521236,-0.0020355283518539106,0.9648241206030151,-0.5116487567575175,22.62,0.34,23.7447,2.47,8.235,0.8521,0.00473641,0.004797906967247498,0.8979591836734695,1.2680195369578473
60329597.17,6.067,-0.0882,0.000954,19.18,0.09,5.7005,0.86,200504,0.8456,-0.089154,0.010123519999999999,-0.004923157061175321,0.946875,-1.3232608678843343,21.76,0.41,26.6705,3.19,12.6961,0.8215,0.00521236,-0.0020355283518539106,0.9648241206030151,-0.5116487567575175
63732310.39,7.451,-0.0546,0.000967,18.13,0.09,5.7005,0.86,200505,0.857,-0.055567000000000005,0.00869574,-0.003038363137672396,0.8374999999999999,-0.894094376059857,19.18,0.09,5.7005,0.86,6.067,0.8456,0.010123519999999999,-0.004923157061175321,0.946875,-1.3232608678843343
198904115.19,22.1014,-0.0609,0.00094,16.79,0.09,5.7005,0.72,200506,0.8504,-0.061840000000000006,0.02408007,-0.0031870911302865654,0.7968750000000001,0.09112662659090988,18.13,0.09,5.7005,0.86,7.451,0.857,0.00869574,-0.003038363137672396,0.8374999999999999,-0.894094376059857
71397415.61,9.0195,0.0442,0.000952,20.28,0.13,10.0188,1.45,200507,0.847,0.043248,0.0061626300000000005,0.002444180309068686,0.6754675467546755,0.9310015885787901,16.79,0.09,5.7005,0.72,22.1014,0.8504,0.02408007,-0.0031870911302865654,0.7968750000000001,0.09112662659090988
